suite,evaluation_distribution,policy_id,policy_label,budget_0_score,budget_1_score,budget_2_score,budget_3_score,raw_auc_over_budget_0_to_3,normalized_auc,metric_scope
synthetic_graph_stress,shifted_heldout,impact_per_cost,영향 대비 확인 부담,0.0,0.2842087367365963,0.4880250032059334,0.6950777352848769,1.119772607584968,0.37325753586165605,status recovery across zero to three information checks
synthetic_graph_stress,shifted_heldout,no_questions,추가 확인 없음,0.0,0.0,0.0,0.0,0.0,0.0,status recovery across zero to three information checks
synthetic_graph_stress,shifted_heldout,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.0,0.18412125815619237,0.38353487244695983,0.5879776758727024,0.8616449685395035,0.2872149895131678,status recovery across zero to three information checks
synthetic_graph_stress,shifted_heldout,random,각 단계에서 같은 난수 규칙으로 하나를 고르는 무작위 선택,0.0,0.18676053897191242,0.3852440343665817,0.5977632644623407,0.8708862055696646,0.29029540185655484,status recovery across zero to three information checks
synthetic_graph_stress,shifted_heldout,widest_impact,현재 영향이 큰 정보 우선,0.0,0.2968742785036953,0.4984815532652418,0.7020345915683973,1.1463731275531357,0.38212437585104525,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,authored_order,입력 순서,0.0,0.20259181712626856,0.40922166889563627,0.6182964923496567,0.9209617321967332,0.3069872440655777,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.0,0.32444106508636045,0.5409758287062139,0.742339800501043,1.236586794043096,0.4121955980143653,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.0,0.31766895378711857,0.529061285478588,0.7255819551815135,1.2095212168564633,0.4031737389521544,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.0,0.3528987096937255,0.5672563482306833,0.7537936456932257,1.2970518807710216,0.4323506269236739,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,exact_decision_tree_expected_v1,개발자료에서 답이 나올 비율을 학습한 전체 조합 계산,0.0,0.3528987096937255,0.5690047304955261,0.755927539397562,1.2998672098880326,0.4332890699626775,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.0,0.32395634065048423,0.5411297053493661,0.7427251491479492,1.236448620573825,0.412149540191275,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,exact_decision_tree_worst_case_v1,개발자료에서 가장 불리한 답을 가정한 전체 조합 계산,0.0,0.32395634065048423,0.5411672527239445,0.7424283846404219,1.2363377856946398,0.4121125952315466,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,impact_per_cost,영향 대비 확인 부담,0.0,0.3066513430100433,0.5160168469450885,0.7184562177807878,1.1818962988455257,0.39396543294850855,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,no_questions,추가 확인 없음,0.0,0.0,0.0,0.0,0.0,0.0,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.0,0.19885729295432913,0.40522571564163934,0.6127073390058912,0.9104366780989142,0.30347889269963807,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,random,각 단계에서 같은 난수 규칙으로 하나를 고르는 무작위 선택,0.0,0.19933093301500585,0.4063599448067699,0.6200537651308776,0.9157177603872146,0.3052392534624049,status recovery across zero to three information checks
synthetic_graph_stress,similar_heldout,widest_impact,현재 영향이 큰 정보 우선,0.0,0.3195951102831726,0.5289345582889555,0.7262281648897172,1.2116437510169868,0.40388125033899563,status recovery across zero to three information checks
