metric,action_budget,candidate_policy_id,baseline_policy_id,group_id,disease_group,patient_count,mean_paired_difference
trial_status_recovery,3,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,lung_cancer,폐암,3,0.0
trial_status_recovery,3,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,migraine,편두통,3,0.0
trial_status_recovery,3,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery,3,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,ovarian_cancer,난소암,3,0.0
trial_status_recovery,3,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,3,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,retinal_detachment,망막박리,3,0.0
trial_status_recovery,3,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery,4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,bladder_cancer,방광암,3,0.0
trial_status_recovery,4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,lung_cancer,폐암,3,0.0
trial_status_recovery,4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,migraine,편두통,3,0.0
trial_status_recovery,4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery,4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,ovarian_cancer,난소암,3,0.0
trial_status_recovery,4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,retinal_detachment,망막박리,3,0.0
trial_status_recovery,4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,bladder_cancer,방광암,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,lung_cancer,폐암,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,migraine,편두통,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,ovarian_cancer,난소암,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,retinal_detachment,망막박리,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,0,clarifytrial_exact_coverage_v3,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery,0,clarifytrial_exact_coverage_v3,random_order_expectation,bladder_cancer,방광암,3,0.0
trial_status_recovery,0,clarifytrial_exact_coverage_v3,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,0,clarifytrial_exact_coverage_v3,random_order_expectation,lung_cancer,폐암,3,0.0
trial_status_recovery,0,clarifytrial_exact_coverage_v3,random_order_expectation,migraine,편두통,3,0.0
trial_status_recovery,0,clarifytrial_exact_coverage_v3,random_order_expectation,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery,0,clarifytrial_exact_coverage_v3,random_order_expectation,ovarian_cancer,난소암,3,0.0
trial_status_recovery,0,clarifytrial_exact_coverage_v3,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,0,clarifytrial_exact_coverage_v3,random_order_expectation,retinal_detachment,망막박리,3,0.0
trial_status_recovery,0,clarifytrial_exact_coverage_v3,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,1,clarifytrial_exact_coverage_v3,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.4444444444444445
trial_status_recovery,1,clarifytrial_exact_coverage_v3,random_order_expectation,bladder_cancer,방광암,3,0.08333333333333333
trial_status_recovery,1,clarifytrial_exact_coverage_v3,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.48000000000000004
trial_status_recovery,1,clarifytrial_exact_coverage_v3,random_order_expectation,lung_cancer,폐암,3,0.26
trial_status_recovery,1,clarifytrial_exact_coverage_v3,random_order_expectation,migraine,편두통,3,0.3822222222222222
trial_status_recovery,1,clarifytrial_exact_coverage_v3,random_order_expectation,nephrotic_syndrome,신증후군,3,0.4088888888888889
trial_status_recovery,1,clarifytrial_exact_coverage_v3,random_order_expectation,ovarian_cancer,난소암,3,0.3911111111111112
trial_status_recovery,1,clarifytrial_exact_coverage_v3,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.48888888888888893
trial_status_recovery,1,clarifytrial_exact_coverage_v3,random_order_expectation,retinal_detachment,망막박리,3,0.4
trial_status_recovery,1,clarifytrial_exact_coverage_v3,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.3111111111111111
trial_status_recovery,2,clarifytrial_exact_coverage_v3,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.32222222222222224
trial_status_recovery,2,clarifytrial_exact_coverage_v3,random_order_expectation,bladder_cancer,방광암,3,0.26666666666666666
trial_status_recovery,2,clarifytrial_exact_coverage_v3,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.3211111111111111
trial_status_recovery,2,clarifytrial_exact_coverage_v3,random_order_expectation,lung_cancer,폐암,3,0.1788888888888889
trial_status_recovery,2,clarifytrial_exact_coverage_v3,random_order_expectation,migraine,편두통,3,0.25555555555555554
trial_status_recovery,2,clarifytrial_exact_coverage_v3,random_order_expectation,nephrotic_syndrome,신증후군,3,0.2111111111111111
trial_status_recovery,2,clarifytrial_exact_coverage_v3,random_order_expectation,ovarian_cancer,난소암,3,0.2577777777777778
trial_status_recovery,2,clarifytrial_exact_coverage_v3,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.31
trial_status_recovery,2,clarifytrial_exact_coverage_v3,random_order_expectation,retinal_detachment,망막박리,3,0.2888888888888889
trial_status_recovery,2,clarifytrial_exact_coverage_v3,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.2688888888888889
trial_status_recovery,3,clarifytrial_exact_coverage_v3,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.13333333333333333
trial_status_recovery,3,clarifytrial_exact_coverage_v3,random_order_expectation,bladder_cancer,방광암,3,0.08333333333333333
trial_status_recovery,3,clarifytrial_exact_coverage_v3,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.14
trial_status_recovery,3,clarifytrial_exact_coverage_v3,random_order_expectation,lung_cancer,폐암,3,0.11333333333333334
trial_status_recovery,3,clarifytrial_exact_coverage_v3,random_order_expectation,migraine,편두통,3,0.15333333333333332
trial_status_recovery,3,clarifytrial_exact_coverage_v3,random_order_expectation,nephrotic_syndrome,신증후군,3,0.16666666666666666
trial_status_recovery,3,clarifytrial_exact_coverage_v3,random_order_expectation,ovarian_cancer,난소암,3,0.13
trial_status_recovery,3,clarifytrial_exact_coverage_v3,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.13666666666666666
trial_status_recovery,3,clarifytrial_exact_coverage_v3,random_order_expectation,retinal_detachment,망막박리,3,0.13333333333333333
trial_status_recovery,3,clarifytrial_exact_coverage_v3,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.008888888888888872
trial_status_recovery,4,clarifytrial_exact_coverage_v3,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.06666666666666665
trial_status_recovery,4,clarifytrial_exact_coverage_v3,random_order_expectation,bladder_cancer,방광암,3,0.0
trial_status_recovery,4,clarifytrial_exact_coverage_v3,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.06999999999999999
trial_status_recovery,4,clarifytrial_exact_coverage_v3,random_order_expectation,lung_cancer,폐암,3,0.08666666666666667
trial_status_recovery,4,clarifytrial_exact_coverage_v3,random_order_expectation,migraine,편두통,3,0.07555555555555556
trial_status_recovery,4,clarifytrial_exact_coverage_v3,random_order_expectation,nephrotic_syndrome,신증후군,3,0.11333333333333333
trial_status_recovery,4,clarifytrial_exact_coverage_v3,random_order_expectation,ovarian_cancer,난소암,3,0.09333333333333334
trial_status_recovery,4,clarifytrial_exact_coverage_v3,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.08666666666666667
trial_status_recovery,4,clarifytrial_exact_coverage_v3,random_order_expectation,retinal_detachment,망막박리,3,0.0666666666666667
trial_status_recovery,4,clarifytrial_exact_coverage_v3,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,random_order_expectation,bladder_cancer,방광암,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,random_order_expectation,lung_cancer,폐암,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,random_order_expectation,migraine,편두통,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,random_order_expectation,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,random_order_expectation,ovarian_cancer,난소암,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,random_order_expectation,retinal_detachment,망막박리,3,0.0
trial_status_recovery,5,clarifytrial_exact_coverage_v3,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,authored_order,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,authored_order,bladder_cancer,방광암,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,authored_order,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,authored_order,lung_cancer,폐암,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,authored_order,migraine,편두통,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,authored_order,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,authored_order,ovarian_cancer,난소암,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,authored_order,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,authored_order,retinal_detachment,망막박리,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,authored_order,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,1,clarifytrial_rule_v1,authored_order,acute_pancreatitis,급성 췌장염,3,0.3333333333333333
trial_status_recovery,1,clarifytrial_rule_v1,authored_order,bladder_cancer,방광암,3,0.06666666666666667
trial_status_recovery,1,clarifytrial_rule_v1,authored_order,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,1,clarifytrial_rule_v1,authored_order,lung_cancer,폐암,3,0.0
trial_status_recovery,1,clarifytrial_rule_v1,authored_order,migraine,편두통,3,0.0
trial_status_recovery,1,clarifytrial_rule_v1,authored_order,nephrotic_syndrome,신증후군,3,0.13333333333333333
trial_status_recovery,1,clarifytrial_rule_v1,authored_order,ovarian_cancer,난소암,3,0.26666666666666666
trial_status_recovery,1,clarifytrial_rule_v1,authored_order,pulmonary_fibrosis,폐섬유증,3,0.3333333333333333
trial_status_recovery,1,clarifytrial_rule_v1,authored_order,retinal_detachment,망막박리,3,0.0
trial_status_recovery,1,clarifytrial_rule_v1,authored_order,thyroid_eye_disease,갑상선 안병증,3,0.26666666666666666
trial_status_recovery,2,clarifytrial_rule_v1,authored_order,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery,2,clarifytrial_rule_v1,authored_order,bladder_cancer,방광암,3,0.0
trial_status_recovery,2,clarifytrial_rule_v1,authored_order,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,2,clarifytrial_rule_v1,authored_order,lung_cancer,폐암,3,0.0666666666666667
trial_status_recovery,2,clarifytrial_rule_v1,authored_order,migraine,편두통,3,0.0
trial_status_recovery,2,clarifytrial_rule_v1,authored_order,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery,2,clarifytrial_rule_v1,authored_order,ovarian_cancer,난소암,3,0.0
trial_status_recovery,2,clarifytrial_rule_v1,authored_order,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,2,clarifytrial_rule_v1,authored_order,retinal_detachment,망막박리,3,0.0
trial_status_recovery,2,clarifytrial_rule_v1,authored_order,thyroid_eye_disease,갑상선 안병증,3,0.20000000000000004
trial_status_recovery,3,clarifytrial_rule_v1,authored_order,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery,3,clarifytrial_rule_v1,authored_order,bladder_cancer,방광암,3,0.0
trial_status_recovery,3,clarifytrial_rule_v1,authored_order,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,3,clarifytrial_rule_v1,authored_order,lung_cancer,폐암,3,0.0
trial_status_recovery,3,clarifytrial_rule_v1,authored_order,migraine,편두통,3,0.0
trial_status_recovery,3,clarifytrial_rule_v1,authored_order,nephrotic_syndrome,신증후군,3,0.13333333333333333
trial_status_recovery,3,clarifytrial_rule_v1,authored_order,ovarian_cancer,난소암,3,0.0
trial_status_recovery,3,clarifytrial_rule_v1,authored_order,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,3,clarifytrial_rule_v1,authored_order,retinal_detachment,망막박리,3,0.0
trial_status_recovery,3,clarifytrial_rule_v1,authored_order,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,4,clarifytrial_rule_v1,authored_order,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery,4,clarifytrial_rule_v1,authored_order,bladder_cancer,방광암,3,0.0
trial_status_recovery,4,clarifytrial_rule_v1,authored_order,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,4,clarifytrial_rule_v1,authored_order,lung_cancer,폐암,3,0.0
trial_status_recovery,4,clarifytrial_rule_v1,authored_order,migraine,편두통,3,0.0
trial_status_recovery,4,clarifytrial_rule_v1,authored_order,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery,4,clarifytrial_rule_v1,authored_order,ovarian_cancer,난소암,3,0.0
trial_status_recovery,4,clarifytrial_rule_v1,authored_order,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,4,clarifytrial_rule_v1,authored_order,retinal_detachment,망막박리,3,0.0
trial_status_recovery,4,clarifytrial_rule_v1,authored_order,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,authored_order,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,authored_order,bladder_cancer,방광암,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,authored_order,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,authored_order,lung_cancer,폐암,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,authored_order,migraine,편두통,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,authored_order,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,authored_order,ovarian_cancer,난소암,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,authored_order,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,authored_order,retinal_detachment,망막박리,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,authored_order,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,random_order_expectation,bladder_cancer,방광암,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,random_order_expectation,lung_cancer,폐암,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,random_order_expectation,migraine,편두통,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,random_order_expectation,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,random_order_expectation,ovarian_cancer,난소암,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,random_order_expectation,retinal_detachment,망막박리,3,0.0
trial_status_recovery,0,clarifytrial_rule_v1,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,1,clarifytrial_rule_v1,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.4444444444444445
trial_status_recovery,1,clarifytrial_rule_v1,random_order_expectation,bladder_cancer,방광암,3,0.08333333333333333
trial_status_recovery,1,clarifytrial_rule_v1,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.48000000000000004
trial_status_recovery,1,clarifytrial_rule_v1,random_order_expectation,lung_cancer,폐암,3,0.26
trial_status_recovery,1,clarifytrial_rule_v1,random_order_expectation,migraine,편두통,3,0.3822222222222222
trial_status_recovery,1,clarifytrial_rule_v1,random_order_expectation,nephrotic_syndrome,신증후군,3,0.4088888888888889
trial_status_recovery,1,clarifytrial_rule_v1,random_order_expectation,ovarian_cancer,난소암,3,0.3911111111111112
trial_status_recovery,1,clarifytrial_rule_v1,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.48888888888888893
trial_status_recovery,1,clarifytrial_rule_v1,random_order_expectation,retinal_detachment,망막박리,3,0.4
trial_status_recovery,1,clarifytrial_rule_v1,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.3111111111111111
trial_status_recovery,2,clarifytrial_rule_v1,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.32222222222222224
trial_status_recovery,2,clarifytrial_rule_v1,random_order_expectation,bladder_cancer,방광암,3,0.26666666666666666
trial_status_recovery,2,clarifytrial_rule_v1,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.3211111111111111
trial_status_recovery,2,clarifytrial_rule_v1,random_order_expectation,lung_cancer,폐암,3,0.1788888888888889
trial_status_recovery,2,clarifytrial_rule_v1,random_order_expectation,migraine,편두통,3,0.25555555555555554
trial_status_recovery,2,clarifytrial_rule_v1,random_order_expectation,nephrotic_syndrome,신증후군,3,0.2111111111111111
trial_status_recovery,2,clarifytrial_rule_v1,random_order_expectation,ovarian_cancer,난소암,3,0.2577777777777778
trial_status_recovery,2,clarifytrial_rule_v1,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.31
trial_status_recovery,2,clarifytrial_rule_v1,random_order_expectation,retinal_detachment,망막박리,3,0.2888888888888889
trial_status_recovery,2,clarifytrial_rule_v1,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.2688888888888889
trial_status_recovery,3,clarifytrial_rule_v1,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.13333333333333333
trial_status_recovery,3,clarifytrial_rule_v1,random_order_expectation,bladder_cancer,방광암,3,0.08333333333333333
trial_status_recovery,3,clarifytrial_rule_v1,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.14
trial_status_recovery,3,clarifytrial_rule_v1,random_order_expectation,lung_cancer,폐암,3,0.11333333333333334
trial_status_recovery,3,clarifytrial_rule_v1,random_order_expectation,migraine,편두통,3,0.15333333333333332
trial_status_recovery,3,clarifytrial_rule_v1,random_order_expectation,nephrotic_syndrome,신증후군,3,0.16666666666666666
trial_status_recovery,3,clarifytrial_rule_v1,random_order_expectation,ovarian_cancer,난소암,3,0.13
trial_status_recovery,3,clarifytrial_rule_v1,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.13666666666666666
trial_status_recovery,3,clarifytrial_rule_v1,random_order_expectation,retinal_detachment,망막박리,3,0.13333333333333333
trial_status_recovery,3,clarifytrial_rule_v1,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.008888888888888872
trial_status_recovery,4,clarifytrial_rule_v1,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.06666666666666665
trial_status_recovery,4,clarifytrial_rule_v1,random_order_expectation,bladder_cancer,방광암,3,0.0
trial_status_recovery,4,clarifytrial_rule_v1,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.06999999999999999
trial_status_recovery,4,clarifytrial_rule_v1,random_order_expectation,lung_cancer,폐암,3,0.08666666666666667
trial_status_recovery,4,clarifytrial_rule_v1,random_order_expectation,migraine,편두통,3,0.07555555555555556
trial_status_recovery,4,clarifytrial_rule_v1,random_order_expectation,nephrotic_syndrome,신증후군,3,0.11333333333333333
trial_status_recovery,4,clarifytrial_rule_v1,random_order_expectation,ovarian_cancer,난소암,3,0.09333333333333334
trial_status_recovery,4,clarifytrial_rule_v1,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.08666666666666667
trial_status_recovery,4,clarifytrial_rule_v1,random_order_expectation,retinal_detachment,망막박리,3,0.0666666666666667
trial_status_recovery,4,clarifytrial_rule_v1,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,random_order_expectation,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,random_order_expectation,bladder_cancer,방광암,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,random_order_expectation,chronic_pancreatitis,만성 췌장염,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,random_order_expectation,lung_cancer,폐암,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,random_order_expectation,migraine,편두통,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,random_order_expectation,nephrotic_syndrome,신증후군,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,random_order_expectation,ovarian_cancer,난소암,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,random_order_expectation,pulmonary_fibrosis,폐섬유증,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,random_order_expectation,retinal_detachment,망막박리,3,0.0
trial_status_recovery,5,clarifytrial_rule_v1,random_order_expectation,thyroid_eye_disease,갑상선 안병증,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,acute_pancreatitis,급성 췌장염,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,bladder_cancer,방광암,3,0.0
trial_status_recovery_normalized_auc,,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,chronic_pancreatitis,만성 췌장염,3,0.0
