suite,evaluation_distribution,budget,policy_id,policy_label,mean_status_match_rate,mean_status_matches_out_of_five,mean_new_status_matches_out_of_five,new_status_matches_per_action,mean_actions,mean_route_cost
public_declared_value_grid,heldout_kernel,1,impact_per_cost,영향 대비 확인 부담,0.6190721175044092,3.0953605875220456,0.9027969301146384,1.037739037609323,0.8699652777777778,1.9156374007936507
public_declared_value_grid,heldout_kernel,1,no_questions,추가 확인 없음,0.4385127314814815,2.1925636574074074,0.0,,0.0,0.0
public_declared_value_grid,heldout_kernel,1,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.592740447944224,2.96370223972112,0.7711385823137125,0.8864015633859477,0.8699652777777778,1.994560185185185
public_declared_value_grid,heldout_kernel,1,widest_impact,현재 영향이 큰 정보 우선,0.6605037891313933,3.3025189456569666,1.1099552882495591,1.2758615965510798,0.8699652777777778,2.4166170634920636
public_declared_value_grid,uniform_grid,1,authored_order,입력 순서,0.7123796296296296,3.561898148148148,1.013287037037037,1.228226711560045,0.825,2.1083333333333334
public_declared_value_grid,uniform_grid,1,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.7290046296296296,3.645023148148148,1.0964120370370372,1.3289842873176207,0.825,2.3361111111111112
public_declared_value_grid,uniform_grid,1,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.7281620370370371,3.6408101851851855,1.0921990740740741,1.3238776655443323,0.825,2.063888888888889
public_declared_value_grid,uniform_grid,1,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.7322037037037037,3.6610185185185187,1.1124074074074073,1.1936413313462493,0.9319444444444445,2.3666666666666667
public_declared_value_grid,uniform_grid,1,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.7362592592592593,3.6812962962962965,1.1326851851851854,1.3729517396184063,0.825,2.0833333333333335
public_declared_value_grid,uniform_grid,1,impact_per_cost,영향 대비 확인 부담,0.694050925925926,3.47025462962963,0.9216435185185186,1.1171436588103256,0.825,1.8305555555555557
public_declared_value_grid,uniform_grid,1,no_questions,추가 확인 없음,0.5097222222222222,2.548611111111111,0.0,,0.0,0.0
public_declared_value_grid,uniform_grid,1,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.6775185185185185,3.3875925925925925,0.8389814814814816,1.0169472502805836,0.825,1.9291666666666667
public_declared_value_grid,uniform_grid,1,widest_impact,현재 영향이 큰 정보 우선,0.7315787037037038,3.657893518518519,1.1092824074074077,1.344584736251403,0.825,2.236111111111111
synthetic_graph_stress,shifted_heldout,1,authored_order,입력 순서,0.19421136801974087,0.9710568400987044,0.9710568400987044,0.9710568400987044,1.0,1.8322222222222222
synthetic_graph_stress,shifted_heldout,1,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.30649517698986695,1.5324758849493347,1.5324758849493347,1.5324758849493347,1.0,1.9422222222222223
synthetic_graph_stress,shifted_heldout,1,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.29432139186144723,1.471606959307236,1.471606959307236,1.471606959307236,1.0,1.6211111111111112
synthetic_graph_stress,shifted_heldout,1,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.2850927458505269,1.4254637292526344,1.4254637292526344,1.4254637292526344,1.0,1.9077777777777778
synthetic_graph_stress,shifted_heldout,1,exact_decision_tree_expected_v1,개발자료에서 답이 나올 비율을 학습한 전체 조합 계산,0.2850927458505269,1.4254637292526344,1.4254637292526344,1.4254637292526344,1.0,1.9077777777777778
synthetic_graph_stress,shifted_heldout,1,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.30059236407180306,1.5029618203590154,1.5029618203590154,1.5029618203590154,1.0,1.6733333333333333
synthetic_graph_stress,shifted_heldout,1,exact_decision_tree_worst_case_v1,개발자료에서 가장 불리한 답을 가정한 전체 조합 계산,0.30059236407180306,1.5029618203590154,1.5029618203590154,1.5029618203590154,1.0,1.6733333333333333
synthetic_graph_stress,shifted_heldout,1,impact_per_cost,영향 대비 확인 부담,0.2842087367365963,1.4210436836829816,1.4210436836829816,1.4210436836829816,1.0,1.4472222222222222
synthetic_graph_stress,shifted_heldout,1,no_questions,추가 확인 없음,0.0,0.0,0.0,,0.0,0.0
synthetic_graph_stress,shifted_heldout,1,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.18412125815619237,0.9206062907809619,0.9206062907809619,0.9206062907809619,1.0,1.8044444444444445
synthetic_graph_stress,shifted_heldout,1,random,각 단계에서 같은 난수 규칙으로 하나를 고르는 무작위 선택,0.18676053897191242,0.9338026948595621,0.9338026948595621,0.9338026948595621,1.0,1.8344444444444445
synthetic_graph_stress,shifted_heldout,1,widest_impact,현재 영향이 큰 정보 우선,0.2968742785036953,1.4843713925184767,1.4843713925184767,1.4843713925184767,1.0,1.9405555555555556
synthetic_graph_stress,similar_heldout,1,authored_order,입력 순서,0.20259181712626856,1.0129590856313428,1.0129590856313428,1.0129590856313428,1.0,1.8322222222222222
synthetic_graph_stress,similar_heldout,1,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.32444106508636045,1.6222053254318023,1.6222053254318023,1.6222053254318025,1.0,1.9422222222222223
synthetic_graph_stress,similar_heldout,1,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.31766895378711857,1.5883447689355927,1.5883447689355927,1.5883447689355927,1.0,1.6211111111111112
synthetic_graph_stress,similar_heldout,1,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.3528987096937255,1.7644935484686277,1.7644935484686277,1.7644935484686277,1.0,1.9077777777777778
synthetic_graph_stress,similar_heldout,1,exact_decision_tree_expected_v1,개발자료에서 답이 나올 비율을 학습한 전체 조합 계산,0.3528987096937255,1.7644935484686277,1.7644935484686277,1.7644935484686277,1.0,1.9077777777777778
synthetic_graph_stress,similar_heldout,1,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.32395634065048423,1.6197817032524213,1.6197817032524213,1.619781703252421,1.0,1.6733333333333333
synthetic_graph_stress,similar_heldout,1,exact_decision_tree_worst_case_v1,개발자료에서 가장 불리한 답을 가정한 전체 조합 계산,0.32395634065048423,1.6197817032524213,1.6197817032524213,1.619781703252421,1.0,1.6733333333333333
synthetic_graph_stress,similar_heldout,1,impact_per_cost,영향 대비 확인 부담,0.3066513430100433,1.5332567150502168,1.5332567150502168,1.5332567150502168,1.0,1.4472222222222222
synthetic_graph_stress,similar_heldout,1,no_questions,추가 확인 없음,0.0,0.0,0.0,,0.0,0.0
synthetic_graph_stress,similar_heldout,1,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.19885729295432913,0.9942864647716456,0.9942864647716456,0.9942864647716456,1.0,1.8044444444444445
synthetic_graph_stress,similar_heldout,1,random,각 단계에서 같은 난수 규칙으로 하나를 고르는 무작위 선택,0.19933093301500585,0.9966546650750292,0.9966546650750292,0.9966546650750292,1.0,1.8344444444444445
synthetic_graph_stress,similar_heldout,1,widest_impact,현재 영향이 큰 정보 우선,0.3195951102831726,1.5979755514158631,1.5979755514158631,1.5979755514158631,1.0,1.9405555555555556
public_patient_profiles,heldout,2,authored_order,입력 순서,0.71,3.55,1.55,0.9538461538461539,1.625,4.075
public_patient_profiles,heldout,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.66,3.3000000000000003,1.3,0.8,1.625,4.3
public_patient_profiles,heldout,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.7,3.5,1.5,0.9375,1.6,4.05
public_patient_profiles,heldout,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.75,3.75,1.75,0.9859154929577465,1.775,4.675
public_patient_profiles,heldout,2,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.6900000000000001,3.45,1.45,0.8787878787878788,1.65,4.125
public_patient_profiles,heldout,2,impact_per_cost,영향 대비 확인 부담,0.71,3.55,1.55,0.9393939393939394,1.65,3.7
public_patient_profiles,heldout,2,no_questions,추가 확인 없음,0.4,2.0,0.0,,0,0
public_patient_profiles,heldout,2,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.705,3.525,1.525,0.8970588235294118,1.7,3.925
public_patient_profiles,heldout,2,random_order_expectation,가능한 정보 순서 전체 평균,0.6795833333333333,3.3979166666666667,1.3979166666666667,0.8349925335988053,1.6741666666666666,4.150416666666667
public_patient_profiles,heldout,2,widest_impact,현재 영향이 큰 정보 우선,0.72,3.5999999999999996,1.6,1.0158730158730158,1.575,4.225
public_declared_value_grid,heldout_kernel,2,authored_order,입력 순서,0.757456943411045,3.7872847170552246,1.5947210596478174,1.0087249286196132,1.5809275793650794,3.956125992063492
public_declared_value_grid,heldout_kernel,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.7593925609016755,3.7969628045083774,1.60439914710097,1.0354234386844778,1.5495101686507937,4.115736607142857
public_declared_value_grid,heldout_kernel,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.7746328176669973,3.873164088334987,1.6806004309275793,1.0938160381713382,1.5364561976410935,3.8557279954806
public_declared_value_grid,heldout_kernel,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.795066995000643,3.975334975003215,1.7827713175958075,1.0169121739535767,1.7531222098214285,4.520596064814815
public_declared_value_grid,heldout_kernel,2,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.7761738169298391,3.8808690846491953,1.688305427241788,1.080224270119598,1.5629212136243387,3.90827876984127
public_declared_value_grid,heldout_kernel,2,impact_per_cost,영향 대비 확인 부담,0.7654223665106233,3.8271118325531166,1.6345481751457092,1.0296762368688663,1.5874389605379189,3.5703710076333777
public_declared_value_grid,heldout_kernel,2,no_questions,추가 확인 없음,0.4385127314814815,2.1925636574074074,0.0,,0.0,0.0
public_declared_value_grid,heldout_kernel,2,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.7378563126929012,3.6892815634645064,1.4967179060570988,0.9128474401540464,1.6396145075507054,3.806790984623016
public_declared_value_grid,heldout_kernel,2,widest_impact,현재 영향이 큰 정보 우선,0.7808291377314815,3.9041456886574073,1.71158203125,1.1257719077989163,1.520363067680776,4.075221423059965
public_declared_value_grid,uniform_grid,2,authored_order,입력 순서,0.8292291666666667,4.146145833333334,1.5975347222222225,1.0800572787880687,1.4791203703703704,3.690601851851852
public_declared_value_grid,uniform_grid,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.8567222222222223,4.283611111111111,1.735,1.2221098972770261,1.419675925925926,3.7678240740740745
public_declared_value_grid,uniform_grid,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.8527666666666667,4.263833333333333,1.7152222222222222,1.217249026662067,1.4090972222222222,3.5022222222222226
public_declared_value_grid,uniform_grid,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.8557800925925927,4.278900462962963,1.730289351851852,1.0163641308042695,1.7024305555555557,4.283564814814815
public_declared_value_grid,uniform_grid,2,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.8667453703703705,4.333726851851852,1.785115740740741,1.2725997557675173,1.4027314814814815,3.5126851851851852
public_declared_value_grid,uniform_grid,2,impact_per_cost,영향 대비 확인 부담,0.8406074074074075,4.203037037037037,1.654425925925926,1.1360322985710425,1.4563194444444445,3.2911111111111113
public_declared_value_grid,uniform_grid,2,no_questions,추가 확인 없음,0.5097222222222222,2.548611111111111,0.0,,0.0,0.0
public_declared_value_grid,uniform_grid,2,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.8068277777777778,4.034138888888889,1.4855277777777776,0.9798576968882644,1.5160648148148148,3.542962962962963
public_declared_value_grid,uniform_grid,2,widest_impact,현재 영향이 큰 정보 우선,0.8550300925925927,4.275150462962963,1.726539351851852,1.2281858749526584,1.405763888888889,3.7352314814814815
synthetic_graph_stress,shifted_heldout,2,authored_order,입력 순서,0.3914105221024647,1.9570526105123234,1.9570526105123234,0.9846483782650466,1.9875649558887771,3.6430463873810366
synthetic_graph_stress,shifted_heldout,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.5165657131522186,2.5828285657610928,2.5828285657610928,1.322441982979054,1.9530751435634075,3.645480424081558
synthetic_graph_stress,shifted_heldout,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.5001815809128795,2.5009079045643974,2.5009079045643974,1.28049753375155,1.9530751435634075,2.78957143768949
synthetic_graph_stress,shifted_heldout,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.5030183756035154,2.5150918780175764,2.5150918780175764,1.272835236331741,1.975975999270705,3.5292728668924527
synthetic_graph_stress,shifted_heldout,2,exact_decision_tree_expected_v1,개발자료에서 답이 나올 비율을 학습한 전체 조합 계산,0.5058036326239431,2.5290181631197157,2.5290181631197157,1.2762939332905907,1.9815326996025928,3.5474768538102195
synthetic_graph_stress,shifted_heldout,2,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.5154530643235924,2.577265321617962,2.577265321617962,1.31959352926673,1.9530751435634075,2.9381565167744257
synthetic_graph_stress,shifted_heldout,2,exact_decision_tree_worst_case_v1,개발자료에서 가장 불리한 답을 가정한 전체 조합 계산,0.5153659967937154,2.576829983968577,2.576829983968577,1.2985390504381462,1.9844070019296811,3.0224853036536796
synthetic_graph_stress,shifted_heldout,2,impact_per_cost,영향 대비 확인 부담,0.4880250032059334,2.440125016029667,2.440125016029667,1.249375900395533,1.9530751435634075,2.630706551173741
synthetic_graph_stress,shifted_heldout,2,no_questions,추가 확인 없음,0.0,0.0,0.0,,0.0,0.0
synthetic_graph_stress,shifted_heldout,2,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.38353487244695983,1.9176743622347991,1.9176743622347991,0.9627027445394446,1.991969352026945,3.6001393044415444
synthetic_graph_stress,shifted_heldout,2,random,각 단계에서 같은 난수 규칙으로 하나를 고르는 무작위 선택,0.3852440343665817,1.9262201718329086,1.9262201718329086,0.966180712936299,1.9936437832411023,3.6279026860977135
synthetic_graph_stress,shifted_heldout,2,widest_impact,현재 영향이 큰 정보 우선,0.4984815532652418,2.4924077663262088,2.4924077663262088,1.2761453518776462,1.9530751435634075,3.662372588208723
synthetic_graph_stress,similar_heldout,2,authored_order,입력 순서,0.40922166889563627,2.0461083444781814,2.0461083444781814,1.028909894651086,1.9886176186225109,3.6430605776021747
synthetic_graph_stress,similar_heldout,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.5409758287062139,2.704879143531069,2.704879143531069,1.3916034345515247,1.9437140469567586,3.637584982733708
synthetic_graph_stress,similar_heldout,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.529061285478588,2.64530642739294,2.64530642739294,1.3609545249388166,1.9437140469567586,2.7799053894005152
synthetic_graph_stress,similar_heldout,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.5672563482306833,2.8362817411534165,2.8362817411534165,1.4391456270622571,1.9708094079006775,3.5208626239499448
synthetic_graph_stress,similar_heldout,2,exact_decision_tree_expected_v1,개발자료에서 답이 나올 비율을 학습한 전체 조합 계산,0.5690047304955261,2.845023652477631,2.845023652477631,1.439102179590821,1.976943467132094,3.5384863748762996
synthetic_graph_stress,similar_heldout,2,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.5411297053493661,2.7056485267468307,2.7056485267468307,1.3919992660355673,1.9437140469567586,2.9207653598381467
synthetic_graph_stress,similar_heldout,2,exact_decision_tree_worst_case_v1,개발자료에서 가장 불리한 답을 가정한 전체 조합 계산,0.5411672527239445,2.705836263619722,2.705836263619722,1.3664020672921102,1.9802635903369625,3.0135591261809833
synthetic_graph_stress,similar_heldout,2,impact_per_cost,영향 대비 확인 부담,0.5160168469450885,2.5800842347254425,2.5800842347254425,1.3273990784627185,1.9437140469567586,2.61964239114701
synthetic_graph_stress,similar_heldout,2,no_questions,추가 확인 없음,0.0,0.0,0.0,,0.0,0.0
synthetic_graph_stress,similar_heldout,2,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.40522571564163934,2.026128578208197,2.026128578208197,1.0177436793979784,1.990804383483574,3.5914621197516183
synthetic_graph_stress,similar_heldout,2,random,각 단계에서 같은 난수 규칙으로 하나를 고르는 무작위 선택,0.4063599448067699,2.0317997240338497,2.0317997240338497,1.0199203326709627,1.992116108434648,3.6281945093302586
synthetic_graph_stress,similar_heldout,2,widest_impact,현재 영향이 큰 정보 우선,0.5289345582889555,2.6446727914447776,2.6446727914447776,1.3606285325691292,1.9437140469567586,3.639831189315525
public_patient_profiles,heldout,3,authored_order,입력 순서,0.835,4.175,2.175,0.9775280898876404,2.225,5.625
public_patient_profiles,heldout,3,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.825,4.125,2.125,0.9550561797752809,2.225,5.825
public_patient_profiles,heldout,3,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.84,4.2,2.2,1.0,2.2,5.525
public_patient_profiles,heldout,3,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.86,4.3,2.3,0.9292929292929293,2.475,6.25
public_patient_profiles,heldout,3,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.82,4.1,2.1,0.9230769230769231,2.275,5.75
public_patient_profiles,heldout,3,impact_per_cost,영향 대비 확인 부담,0.835,4.175,2.175,0.9560439560439561,2.275,5.425
public_patient_profiles,heldout,3,no_questions,추가 확인 없음,0.4,2.0,0.0,,0,0
public_patient_profiles,heldout,3,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.79,3.95,1.95,0.8478260869565217,2.3,5.275
public_patient_profiles,heldout,3,random_order_expectation,가능한 정보 순서 전체 평균,0.7826666666666666,3.913333333333333,1.9133333333333333,0.8194147037830121,2.335,5.80625
public_patient_profiles,heldout,3,widest_impact,현재 영향이 큰 정보 우선,0.835,4.175,2.175,1.0235294117647058,2.125,5.6
public_declared_value_grid,heldout_kernel,3,authored_order,입력 순서,0.8742425285218254,4.371212642609128,2.1786489852017197,1.0224077778128835,2.130900245949074,5.325748232886905
public_declared_value_grid,heldout_kernel,3,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.8860415303871114,4.430207651935557,2.23764399452815,1.079587248735233,2.072684720155423,5.444325551835318
public_declared_value_grid,heldout_kernel,3,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.8900932413916389,4.450466206958194,2.2579025495507867,1.1020103749915475,2.0488940946387233,5.108209665557485
public_declared_value_grid,heldout_kernel,3,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.8879273235090055,4.439636617545028,2.2470729601376203,0.9450618021558076,2.377699484850364,5.977725354283786
public_declared_value_grid,heldout_kernel,3,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.8806545959687948,4.403272979843974,2.2107093224365664,1.0673293082314297,2.0712532724316577,5.219547164351852
public_declared_value_grid,heldout_kernel,3,impact_per_cost,영향 대비 확인 부담,0.8833613920845332,4.416806960422666,2.2242433030152586,1.0502348936962254,2.1178531739573,5.029149248503293
public_declared_value_grid,heldout_kernel,3,no_questions,추가 확인 없음,0.4385127314814815,2.1925636574074074,0.0,,0.0,0.0
public_declared_value_grid,heldout_kernel,3,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.8355965698529243,4.177982849264622,1.9854191918572142,0.8965684924296901,2.2144646043457894,5.0880906653025795
public_declared_value_grid,heldout_kernel,3,widest_impact,현재 영향이 큰 정보 우선,0.8878800128127182,4.439400064063591,2.2468364066561834,1.1159822714186831,2.0133262545469575,5.30153621720679
public_declared_value_grid,uniform_grid,3,authored_order,입력 순서,0.9220841435185185,4.610420717592593,2.0618096064814817,1.074396731099786,1.9190393518518518,4.753414351851852
public_declared_value_grid,uniform_grid,3,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.9405896990740741,4.702948495370371,2.1543373842592595,1.1866827539160871,1.8154282407407407,4.772905092592593
public_declared_value_grid,uniform_grid,3,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.9399729166666667,4.6998645833333335,2.1512534722222223,1.1924204553911217,1.8041064814814813,4.4694375
public_declared_value_grid,uniform_grid,3,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.9298531250000001,4.649265625,2.100654513888889,0.9390221566877499,2.237065972222222,5.566626157407407
public_declared_value_grid,uniform_grid,3,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.9369844907407407,4.684922453703704,2.1363113425925926,1.212664905918217,1.7616666666666667,4.43375
public_declared_value_grid,uniform_grid,3,impact_per_cost,영향 대비 확인 부담,0.9330377314814815,4.665188657407407,2.116577546296296,1.1419954538074362,1.8534027777777777,4.373252314814815
public_declared_value_grid,uniform_grid,3,no_questions,추가 확인 없음,0.5097222222222222,2.548611111111111,0.0,,0.0,0.0
public_declared_value_grid,uniform_grid,3,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.8980783564814815,4.490391782407407,1.9417806712962964,0.9757192424545553,1.9901018518518518,4.598657407407408
public_declared_value_grid,uniform_grid,3,widest_impact,현재 영향이 큰 정보 우선,0.935682175925926,4.67841087962963,2.1297997685185184,1.1859291721715592,1.7958912037037038,4.713275462962963
synthetic_graph_stress,shifted_heldout,3,authored_order,입력 순서,0.5991436214323158,2.995718107161579,2.995718107161579,1.010898594992444,2.9634209820857156,5.449863253247043
synthetic_graph_stress,shifted_heldout,3,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.7221091642968748,3.610545821484374,3.610545821484374,1.2516376410191528,2.8846574305199604,5.3221210022344465
synthetic_graph_stress,shifted_heldout,3,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.702092529408649,3.510462647043245,3.510462647043245,1.2169426462574737,2.8846574305199604,4.4679226099087765
synthetic_graph_stress,shifted_heldout,3,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.7141711308148704,3.570855654074352,3.570855654074352,1.2221115775473288,2.9218736813219195,5.151651685640165
synthetic_graph_stress,shifted_heldout,3,exact_decision_tree_expected_v1,개발자료에서 답이 나올 비율을 학습한 전체 조합 계산,0.7162302342643183,3.5811511713215918,3.5811511713215918,1.2133892335824277,2.951362244041469,5.228225715539861
synthetic_graph_stress,shifted_heldout,3,exact_decision_tree_worst_case_horizon_1_v1,개발자료에서 가장 불리한 답을 가정한 방법,0.7212938051608468,3.606469025804234,3.606469025804234,1.2502243724497184,2.8846574305199604,4.660305999948962
synthetic_graph_stress,shifted_heldout,3,exact_decision_tree_worst_case_v1,개발자료에서 가장 불리한 답을 가정한 전체 조합 계산,0.7214908816999239,3.607454408499619,3.607454408499619,1.220885292785108,2.9547857033073295,4.897494511142816
synthetic_graph_stress,shifted_heldout,3,impact_per_cost,영향 대비 확인 부담,0.6950777352848769,3.4753886764243846,3.4753886764243846,1.2016466859537658,2.8921884585949775,4.374423266543252
synthetic_graph_stress,shifted_heldout,3,no_questions,추가 확인 없음,0.0,0.0,0.0,,0.0,0.0
synthetic_graph_stress,shifted_heldout,3,outcome_entropy,개발자료에서 답이 잘 나뉘는 정보 우선,0.5879776758727024,2.9398883793635124,2.9398883793635124,0.9896628265536955,2.970595944884674,5.370222056216362
synthetic_graph_stress,shifted_heldout,3,random,각 단계에서 같은 난수 규칙으로 하나를 고르는 무작위 선택,0.5977632644623407,2.988816322311704,2.988816322311704,1.0064332604647523,2.9697113953999534,5.424750209246968
synthetic_graph_stress,shifted_heldout,3,widest_impact,현재 영향이 큰 정보 우선,0.7020345915683973,3.510172957841987,3.510172957841987,1.2168422221314776,2.8846574305199604,5.327189686419917
synthetic_graph_stress,similar_heldout,3,authored_order,입력 순서,0.6182964923496567,3.0914824617482832,3.0914824617482832,1.0435904095943345,2.9623523111428436,5.445925070199395
