group_id,profile_id,mask_count,policy_id,policy_label,budget_0_score,budget_1_score,budget_2_score,budget_3_score,raw_auc_over_budget_0_to_3,normalized_auc
breast_cancer,bc-07,2,widest_impact,현재 영향이 큰 정보 우선,0.8,1.0,1.0,1.0,2.9,0.9666666666666667
breast_cancer,bc-07,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.8,1.0,1.0,1.0,2.9,0.9666666666666667
breast_cancer,bc-07,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.8,1.0,1.0,1.0,2.9,0.9666666666666667
breast_cancer,bc-07,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.8,1.0,1.0,1.0,2.9,0.9666666666666667
breast_cancer,bc-08,2,random_order_expectation,가능한 정보 순서 전체 평균,0.6,0.74,0.8433333333333333,0.9199999999999999,2.3433333333333333,0.7811111111111111
breast_cancer,bc-08,2,widest_impact,현재 영향이 큰 정보 우선,0.6,0.6,0.8,1.0,2.2,0.7333333333333334
breast_cancer,bc-08,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.6,0.6,0.8,1.0,2.2,0.7333333333333334
breast_cancer,bc-08,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.6,0.6,1.0,1.0,2.4,0.7999999999999999
breast_cancer,bc-08,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.6,0.8,1.0,1.0,2.6,0.8666666666666667
breast_cancer,bc-09,2,random_order_expectation,가능한 정보 순서 전체 평균,0.4,0.6,0.7666666666666666,0.9,2.0166666666666666,0.6722222222222222
breast_cancer,bc-09,2,widest_impact,현재 영향이 큰 정보 우선,0.4,1.0,1.0,1.0,2.7,0.9
breast_cancer,bc-09,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.4,0.7,1.0,1.0,2.4,0.7999999999999999
breast_cancer,bc-09,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.4,0.4,0.4,0.8,1.4000000000000001,0.46666666666666673
breast_cancer,bc-09,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.4,0.6,0.6,0.8,1.7999999999999998,0.6
breast_cancer,bc-10,2,random_order_expectation,가능한 정보 순서 전체 평균,0.4,0.64,0.8033333333333333,0.905,2.095833333333333,0.6986111111111111
breast_cancer,bc-10,2,widest_impact,현재 영향이 큰 정보 우선,0.4,0.8,1.0,1.0,2.5,0.8333333333333334
breast_cancer,bc-10,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.4,0.7,0.9,1.0,2.3,0.7666666666666666
breast_cancer,bc-10,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.4,0.8,0.8,0.8,2.2,0.7333333333333334
breast_cancer,bc-10,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.4,0.7,0.7,0.9,2.05,0.6833333333333332
major_depressive_disorder,mdd-05,2,random_order_expectation,가능한 정보 순서 전체 평균,0.6,0.72,0.8200000000000001,0.9,2.29,0.7633333333333333
major_depressive_disorder,mdd-05,2,widest_impact,현재 영향이 큰 정보 우선,0.6,1.0,1.0,1.0,2.8,0.9333333333333332
major_depressive_disorder,mdd-05,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.6,1.0,1.0,1.0,2.8,0.9333333333333332
major_depressive_disorder,mdd-05,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.6,1.0,1.0,1.0,2.8,0.9333333333333332
major_depressive_disorder,mdd-05,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.6,0.6,1.0,1.0,2.4,0.7999999999999999
major_depressive_disorder,mdd-06,2,random_order_expectation,가능한 정보 순서 전체 평균,0.4,0.45999999999999996,0.5266666666666666,0.61,1.4916666666666667,0.49722222222222223
major_depressive_disorder,mdd-06,2,widest_impact,현재 영향이 큰 정보 우선,0.4,0.4,0.5,0.5,1.35,0.45
major_depressive_disorder,mdd-06,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.4,0.4,0.5,0.7,1.45,0.48333333333333334
major_depressive_disorder,mdd-06,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.4,0.4,0.5,0.7,1.45,0.48333333333333334
major_depressive_disorder,mdd-06,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.4,0.5,0.6000000000000001,0.7,1.6500000000000001,0.55
major_depressive_disorder,mdd-07,2,random_order_expectation,가능한 정보 순서 전체 평균,0.1,0.12000000000000001,0.17333333333333334,0.29500000000000004,0.49083333333333334,0.16361111111111112
major_depressive_disorder,mdd-07,2,widest_impact,현재 영향이 큰 정보 우선,0.1,0.1,0.2,0.5,0.6,0.19999999999999998
major_depressive_disorder,mdd-07,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.1,0.1,0.2,0.5,0.6,0.19999999999999998
major_depressive_disorder,mdd-07,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.1,0.2,0.30000000000000004,0.5,0.8,0.26666666666666666
major_depressive_disorder,mdd-07,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.1,0.2,0.30000000000000004,0.6000000000000001,0.8500000000000001,0.2833333333333334
major_depressive_disorder,mdd-08,2,random_order_expectation,가능한 정보 순서 전체 평균,0.0,0.12,0.27,0.45999999999999996,0.62,0.20666666666666667
major_depressive_disorder,mdd-08,2,widest_impact,현재 영향이 큰 정보 우선,0.0,0.0,0.1,0.5,0.35,0.11666666666666665
major_depressive_disorder,mdd-08,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.0,0.0,0.1,0.5,0.35,0.11666666666666665
major_depressive_disorder,mdd-08,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.0,0.0,0.2,0.5,0.44999999999999996,0.15
major_depressive_disorder,mdd-08,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.0,0.0,0.2,0.8,0.6,0.19999999999999998
major_depressive_disorder,mdd-09,2,random_order_expectation,가능한 정보 순서 전체 평균,0.2,0.46,0.6716666666666666,0.8400000000000001,1.6516666666666666,0.5505555555555556
major_depressive_disorder,mdd-09,2,widest_impact,현재 영향이 큰 정보 우선,0.2,0.2,0.6000000000000001,0.9,1.35,0.45
major_depressive_disorder,mdd-09,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.2,0.2,0.6000000000000001,0.9,1.35,0.45
major_depressive_disorder,mdd-09,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.2,0.6000000000000001,0.6000000000000001,0.9,1.75,0.5833333333333334
major_depressive_disorder,mdd-09,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.2,0.6000000000000001,0.9,1.0,2.1,0.7000000000000001
major_depressive_disorder,mdd-10,2,random_order_expectation,가능한 정보 순서 전체 평균,0.3,0.465,0.6266666666666667,0.8333333333333334,1.6583333333333334,0.5527777777777778
major_depressive_disorder,mdd-10,2,widest_impact,현재 영향이 큰 정보 우선,0.3,0.8,0.8,1.0,2.25,0.75
major_depressive_disorder,mdd-10,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.3,0.7,0.7,0.9,2.0,0.6666666666666666
major_depressive_disorder,mdd-10,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.3,0.3,0.5,1.0,1.45,0.48333333333333334
major_depressive_disorder,mdd-10,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.3,0.4,0.5,1.0,1.55,0.5166666666666667
type_2_diabetes,t2d-04,2,random_order_expectation,가능한 정보 순서 전체 평균,0.6000000000000001,0.86,0.95,0.9933333333333334,2.6066666666666665,0.8688888888888888
type_2_diabetes,t2d-04,2,widest_impact,현재 영향이 큰 정보 우선,0.6000000000000001,1.0,1.0,1.0,2.8,0.9333333333333332
type_2_diabetes,t2d-04,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.6000000000000001,1.0,1.0,1.0,2.8,0.9333333333333332
type_2_diabetes,t2d-04,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.6000000000000001,0.8,1.0,1.0,2.6,0.8666666666666667
type_2_diabetes,t2d-04,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.6000000000000001,1.0,1.0,1.0,2.8,0.9333333333333332
type_2_diabetes,t2d-05,2,random_order_expectation,가능한 정보 순서 전체 평균,0.3,0.535,0.7283333333333333,0.88,1.8533333333333333,0.6177777777777778
type_2_diabetes,t2d-05,2,widest_impact,현재 영향이 큰 정보 우선,0.3,0.6000000000000001,0.7,0.7,1.8,0.6
type_2_diabetes,t2d-05,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.3,0.6000000000000001,0.7,1.0,1.9500000000000002,0.65
type_2_diabetes,t2d-05,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.3,0.6000000000000001,0.8,1.0,2.0500000000000003,0.6833333333333335
type_2_diabetes,t2d-05,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.3,0.9,1.0,1.0,2.55,0.85
type_2_diabetes,t2d-06,2,random_order_expectation,가능한 정보 순서 전체 평균,0.2,0.34,0.47000000000000003,0.6100000000000001,1.215,0.405
type_2_diabetes,t2d-06,2,widest_impact,현재 영향이 큰 정보 우선,0.2,0.2,0.30000000000000004,0.6000000000000001,0.9000000000000001,0.30000000000000004
type_2_diabetes,t2d-06,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.2,0.2,0.30000000000000004,0.5,0.8500000000000001,0.2833333333333334
type_2_diabetes,t2d-06,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.2,0.2,0.30000000000000004,0.5,0.8500000000000001,0.2833333333333334
type_2_diabetes,t2d-06,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.2,0.4,0.8,0.8,1.7000000000000002,0.5666666666666668
type_2_diabetes,t2d-07,2,random_order_expectation,가능한 정보 순서 전체 평균,0.30000000000000004,0.47500000000000003,0.6399999999999999,0.7966666666666666,1.6633333333333333,0.5544444444444444
type_2_diabetes,t2d-07,2,widest_impact,현재 영향이 큰 정보 우선,0.30000000000000004,0.5,0.8,1.0,1.9500000000000002,0.65
type_2_diabetes,t2d-07,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.30000000000000004,0.5,0.6,0.8,1.65,0.5499999999999999
type_2_diabetes,t2d-07,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.30000000000000004,0.5,0.6,0.8,1.65,0.5499999999999999
type_2_diabetes,t2d-07,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.30000000000000004,0.30000000000000004,0.6000000000000001,0.7,1.4000000000000001,0.46666666666666673
type_2_diabetes,t2d-08,2,random_order_expectation,가능한 정보 순서 전체 평균,0.5,0.7933333333333333,0.9366666666666666,1.0,2.48,0.8266666666666667
type_2_diabetes,t2d-08,2,widest_impact,현재 영향이 큰 정보 우선,0.5,0.9,1.0,1.0,2.65,0.8833333333333333
type_2_diabetes,t2d-08,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.5,0.9,1.0,1.0,2.65,0.8833333333333333
type_2_diabetes,t2d-08,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.5,0.9,0.9,1.0,2.55,0.85
type_2_diabetes,t2d-08,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.5,1.0,1.0,1.0,2.75,0.9166666666666666
type_2_diabetes,t2d-09,2,random_order_expectation,가능한 정보 순서 전체 평균,0.5,0.62,0.73,0.8300000000000001,2.015,0.6716666666666667
type_2_diabetes,t2d-09,2,widest_impact,현재 영향이 큰 정보 우선,0.5,1.0,1.0,1.0,2.75,0.9166666666666666
type_2_diabetes,t2d-09,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.5,1.0,1.0,1.0,2.75,0.9166666666666666
type_2_diabetes,t2d-09,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.5,1.0,1.0,1.0,2.75,0.9166666666666666
type_2_diabetes,t2d-09,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.5,0.5,1.0,1.0,2.25,0.75
type_2_diabetes,t2d-10,2,random_order_expectation,가능한 정보 순서 전체 평균,0.4,0.525,0.62,0.73,1.71,0.57
type_2_diabetes,t2d-10,2,widest_impact,현재 영향이 큰 정보 우선,0.4,0.5,0.5,0.7,1.55,0.5166666666666667
type_2_diabetes,t2d-10,2,clarifytrial_rule_v1,"여러 시험에 필요한 정보 우선, 같으면 확인 부담 비교",0.4,0.5,0.5,0.7,1.55,0.5166666666666667
type_2_diabetes,t2d-10,2,clarifytrial_exact_coverage_v3,앞으로 확인할 정보 조합 계산,0.4,0.5,0.5,0.7,1.55,0.5166666666666667
type_2_diabetes,t2d-10,2,exact_decision_tree_expected_horizon_1_v1,개발자료에서 답이 나올 비율을 학습한 방법,0.4,0.5,0.6000000000000001,0.7,1.6500000000000001,0.55
