reviewer_id,group_id,nct_id,title,candidate_id,annotation_index,section_hint,line_number,start_char,end_char,source_text,detection_reasons,include_in_objective_gold,kind,fact_code,operator,threshold,unit,max_age_days,allowed_source_types,allowed_verification_statuses,reviewer_notes
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:011,1,exclusion,17,1418,2081,"* As judged by investigator, any evidence of diseases (such as severe or uncontrolled medical conditions including systemic diseases, uncontrolled hypertension, serious gastrointestinal conditions associated with diarrhoea, chronic diverticulitis or previous complicated diverticulitis, history of allogeneic organ transplant, and active bleeding diseases, ongoing and active infection, significant cardiac conditions, substance abuse, psychiatric illness/social situation or psychological conditions) which, in the investigator's opinion, makes it undesirable for the participant to participate in the study or that would jeopardize compliance with the protocol.",explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:012,1,exclusion,18,2082,2279,* History of another primary malignancy except for malignancy treated with curative intent with no known active disease within 2 years before Cycle 1 Day 1 and of low potential risk for recurrence.,number;duration;explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:013,1,exclusion,19,2280,2607,"* Participants with a history of previously treated neoplastic spinal cord compression or treated, clinically inactive brain metastases that are no longer symptomatic, who require no treatment with corticosteroids or anticonvulsants, may be included in the study if they have recovered from acute toxic effects of radiotherapy.",explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:014,1,exclusion,21,2611,2868,"\- Participants with treated clinically inactive brain metastases that are no longer symptomatic, who require no treatment with corticosteroids or anticonvulsants, may be included in the study if they have recovered from acute toxic effects of radiotherapy.",,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:015,1,exclusion,22,2869,2946,"* Uncontrolled infection requiring IV antibiotics, antivirals or antifungals.",,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:016,1,exclusion,23,2947,3005,* Active or uncontrolled hepatitis B or C virus infection.,explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:017,1,exclusion,24,3006,3056,* Known HIV infection that is not well controlled.,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:018,1,exclusion,25,3057,3103,* Uncontrolled or significant cardiac disease.,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:019,1,exclusion,26,3104,3309,"* History of non-infectious ILD/pneumonitis (including radiation pneumonitis) that required steroids, current ILD/pneumonitis, or suspected ILD/pneumonitis that cannot be ruled out by imaging at screening.",explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:020,1,exclusion,27,3310,3360,* Clinically severe pulmonary function compromise.,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:021,1,exclusion,28,3361,3402,* Clinically significant corneal disease.,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:022,1,exclusion,29,3403,3469,* Active or prior documented autoimmune or inflammatory disorders.,explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:023,1,exclusion,30,3470,3607,* Prior exposure to any treatment including ADC containing a chemotherapeutic agent targeting topoisomerase I and TROP2-targeted therapy.,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:024,1,exclusion,31,3608,3647,* Any concurrent anti-cancer treatment.,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:025,1,exclusion,32,3648,3737,* Participants with a known severe hypersensitivity to PD-1/PD-L1 inhibitors or Dato-DXd.,number,,,,,,,,,,
reviewer_1,breast_cancer,NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),NCT06103864:candidate:026,1,exclusion,33,3738,3846,"* Currently pregnant (confirmed with positive pregnancy test), breastfeeding or planning to become pregnant.",explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:001,1,inclusion,3,21,111,1. Signed informed consent obtained prior to any study specific assessments and procedures,,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:002,1,inclusion,4,112,145,2. Women and men of age ≥18 years,number;comparison;duration;measurement,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:003,1,inclusion,5,146,284,"3. Patients must have histologically confirmed invasive, unilateral and locally advanced breast cancer with the following characteristics:",explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:004,1,inclusion,7,289,382,* Stage IIA-III per AJCC (American Joint Committee on Cancer) Breast Cancer Staging version 8,number,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:005,1,inclusion,8,386,719,"* Histologically confirmed hormone receptor positive and HER2 negative tumor(s); HER2 measurement to be assessed locally according to the ASCO/CAP guidelines. In case the tumor is multicentric and/or multifocal, all histopathologically examined tumors must meet the pathologic criteria for hormone receptor positive and HER2 negative",explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:006,1,inclusion,9,723,784,"* ER positive tumors, i.e. \>20% positive stained tumor cells",number;comparison;explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:007,1,inclusion,10,788,820,* PR positive or negative tumors,explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:008,1,inclusion,11,821,888,4. Systemic chemotherapy indicated by multidisciplinary tumor board,,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:009,1,inclusion,12,889,992,5. Absence of prior breast cancer specific treatment for the current malignancy when entering screening,,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:010,1,inclusion,13,993,1063,6. Eastern Cooperative Oncology Group (ECOG) performance status of 0-2,number;measurement,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:011,1,inclusion,14,1064,1203,7. Adequate bone marrow and organ function as defined by the following local laboratory values within 8 weeks before study treatment start:,number;duration;measurement,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:012,1,inclusion,16,1208,1256,1. Absolute neutrophil count (ANC) ≥ 1.5 × 109/L,number;comparison;measurement,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:013,1,inclusion,17,1260,1286,2. Platelets ≥ 100 × 109/L,number;comparison,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:014,1,inclusion,18,1290,1315,3. Hemoglobin ≥ 10.0 g/dL,number;comparison;measurement,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:015,1,inclusion,19,1319,1484,4. Serum creatinine within normal institutional limits or creatinine clearance ≥ 60 mL/min/1.73 m² for patients with serum creatinine levels above institutional ULN.,number;comparison;measurement,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:016,1,inclusion,20,1488,1775,5. Alanine amino transferase (ALT or SGPT) ≤ 1.5 × Upper Limit Normal (ULN); Aspartate amino transferase (AST or SGOT) ≤ 1.5 × ULN f. Total serum bilirubin ≤ ULN; or total bilirubin ≤ 3.0 × ULN with direct bilirubin within normal range in patients with well documented Gilbert's Syndrome,number;comparison;measurement;explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:017,1,inclusion,21,1776,1916,8. Patients must be able and willing to swallow and retain oral medication without a condition that would interfere with enteric absorption.,explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:018,1,inclusion,22,1917,2048,"9. Patient must be willing and able to comply with scheduled visits, treatment plans, laboratory tests, and other study procedures.",measurement,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:019,1,inclusion,23,2049,2270,"10. In women of childbearing potential, urine or serum pregnancy test must be negative within 28 days prior to registration. In postmenopausal women or hysterectomized patients, pregnancy tests do not need to be performed",number;duration;explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:020,1,exclusion,27,2293,2397,1. Ineligible for appropriate locoregional treatment (breast surgery and or radiotherapy when indicated),,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:021,1,exclusion,28,2398,2477,2. Bilateral invasive breast cancer or synchronous DCIS in contralateral breast,,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:022,1,exclusion,29,2478,2752,"3. Patients receiving concurrent systemic exogenous sexual hormone therapy during the study (hormone replacement therapy, oral or any other hormonal contraceptives such as hormonal contraceptive coil, etc.) are not eligible but topical vaginal estrogen therapy is allowable.",,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:023,1,exclusion,30,2753,2823,4. Any chronic medication contraindicated for antineoplastic treatment,,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:024,1,exclusion,31,2824,3055,5. Participation in a prior or concurrent interventional study and receiving study treatment (concurrent or within 30 days prior to treatment start) 6) Patients receiving any prior systemic cancer therapy for invasive breast cancer,number;duration,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:025,1,exclusion,33,3057,3157,7\) Patients with a history of any malignancy are ineligible except for the following circumstances:,number;explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:026,1,exclusion,35,3159,3450,* Patients with a malignancy history other than adequately treated invasive breast cancer are eligible if they have been disease-free for at least 2 years and are deemed by the investigator to be at very low risk for recurrence of that malignancy (e.g. stage I gastric cancer or skin cancer),number;comparison;duration,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:027,1,exclusion,36,3451,3963,"* Patients with the following cancers are eligible, even if diagnosed and adequately treated within the past 2 years: ductal carcinoma in situ of the breast, cervical cancer in situ, and non-metastatic nonmelanomatous skin cancers 8) Patient has medical or psychiatric disorders that would, in the investigator's judgement, interfere with the patient's safety or informed consent (e.g. known uncontrolled HIV infection, chronic/active viral or other known hepatitis and/or chronic liver disease, cirrhosis etc.).",number;duration;explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07084558,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,NCT07084558:candidate:028,1,exclusion,38,3967,5118,"9\) Uncontrolled intercurrent illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia, diabetes, or psychiatric illness/social situations that would limit compliance with study requirements. Ability to comply with study requirements is to be assessed by each investigator at the time of screening for study participation 10) Patient has current impairment of gastrointestinal (GI) function or GI disease that may significantly alter the absorption of the oral study treatments (e.g., uncontrolled ulcerative diseases, uncontrolled nausea, vomiting or diarrhea, malabsorption syndrome, or small bowel resection) 11) Patient has any other concurrent severe and/or uncontrolled medical condition that would, in the Investigator´s judgment, cause unacceptable safety risks, contraindicate patient participation in the clinical study or compromise compliance with the protocol or limit life expectancy to ≤5 years 12) Pregnant or breast-feeding (lactating) women or women who plan to become pregnant or breast-feed during study treatment and 6 months thereafter",number;comparison;duration;explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07776613,A Study of Romosozumab in People With Breast Cancer and Osteoporosis,NCT07776613:candidate:001,1,inclusion,3,21,79,* ≥18 years of age at the time of giving informed consent;,number;comparison;duration;measurement,,,,,,,,,,
reviewer_1,breast_cancer,NCT07776613,A Study of Romosozumab in People With Breast Cancer and Osteoporosis,NCT07776613:candidate:002,1,inclusion,4,80,299,"* Patients diagnosed with hormone-receptor positive (ER/PR \>1%) metastatic breast cancer to bones on any endocrine therapy with or without targeted therapy (i.e. CDK 4/6 inhibitors, PI3K inhibitors, anti-HER2-therapy);",number;comparison;explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07776613,A Study of Romosozumab in People With Breast Cancer and Osteoporosis,NCT07776613:candidate:003,1,inclusion,5,300,383,* Evidence of osteoporosis on dual X-ray absorptiometry (DXA) scan; must following:,,,,,,,,,,,
reviewer_1,breast_cancer,NCT07776613,A Study of Romosozumab in People With Breast Cancer and Osteoporosis,NCT07776613:candidate:004,1,inclusion,6,384,528,* osteoporosis on dual X-ray absorptiometry (DXA) scan; or history of fragility fracture of the spine or hip; or of morphometric spine fracture;,explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07776613,A Study of Romosozumab in People With Breast Cancer and Osteoporosis,NCT07776613:candidate:005,1,exclusion,10,551,678,* Prior therapy with a bone-modifying agent (intraveous bisphosphonates or subcutaneous denosumab) for metastatic bone disease;,,,,,,,,,,,
reviewer_1,breast_cancer,NCT07776613,A Study of Romosozumab in People With Breast Cancer and Osteoporosis,NCT07776613:candidate:006,1,exclusion,11,679,832,* 25 (OH) vitamin D levels \< 20 ng/mL; Vitamin D repletion will be permitted and subjects will be be rescreened once 25 (OH) vitamin D level ³ 20 ng/mL;,number;comparison,,,,,,,,,,
reviewer_1,breast_cancer,NCT07776613,A Study of Romosozumab in People With Breast Cancer and Osteoporosis,NCT07776613:candidate:007,1,exclusion,12,833,904,* History of myocardial infarction or stroke within the preceding year;,duration;explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07776613,A Study of Romosozumab in People With Breast Cancer and Osteoporosis,NCT07776613:candidate:008,1,exclusion,13,905,1179,"* Current hyper- or hypocalcemia, defined as albumin-adjusted serum calcium outside the normal range per institutional standard (\<8.5 or \>10.5 mg/dL); Calcium repletion will be permitted and subjects will be be rescreened once values are within the institutional standard.",number;comparison,,,,,,,,,,
reviewer_1,breast_cancer,NCT07776613,A Study of Romosozumab in People With Breast Cancer and Osteoporosis,NCT07776613:candidate:009,1,exclusion,14,1180,1227,* History of non-healed dental or oral surgery;,explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT07776613,A Study of Romosozumab in People With Breast Cancer and Osteoporosis,NCT07776613:candidate:010,1,exclusion,15,1228,1265,* History of osteonecrosis of the jaw,explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT06500455,Testing Longer Duration Radiation Therapy Versus the Usual Radiation Therapy in Patients With Cancer That Has Spread to the Brain,NCT06500455:candidate:001,1,inclusion,3,21,175,* Pathologically (histologically or cytologically) proven diagnosis of one of the following solid tumor malignancies within 5 years prior to registration:,number;duration,,,,,,,,,,
reviewer_1,breast_cancer,NCT06500455,Testing Longer Duration Radiation Therapy Versus the Usual Radiation Therapy in Patients With Cancer That Has Spread to the Brain,NCT06500455:candidate:002,1,inclusion,5,179,207,* Non-small cell lung cancer,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06500455,Testing Longer Duration Radiation Therapy Versus the Usual Radiation Therapy in Patients With Cancer That Has Spread to the Brain,NCT06500455:candidate:003,1,inclusion,6,210,220,* Melanoma,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06500455,Testing Longer Duration Radiation Therapy Versus the Usual Radiation Therapy in Patients With Cancer That Has Spread to the Brain,NCT06500455:candidate:004,1,inclusion,7,223,238,* Breast cancer,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06500455,Testing Longer Duration Radiation Therapy Versus the Usual Radiation Therapy in Patients With Cancer That Has Spread to the Brain,NCT06500455:candidate:005,1,inclusion,8,241,263,* Renal cell carcinoma,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06500455,Testing Longer Duration Radiation Therapy Versus the Usual Radiation Therapy in Patients With Cancer That Has Spread to the Brain,NCT06500455:candidate:006,1,inclusion,9,266,291,* Gastrointestinal cancer,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06500455,Testing Longer Duration Radiation Therapy Versus the Usual Radiation Therapy in Patients With Cancer That Has Spread to the Brain,NCT06500455:candidate:007,1,inclusion,10,294,625,"* If the original histologic proof of malignancy is greater than 5 years, then more recent pathologic confirmation (e.g., from a systemic site or brain metastasis) or unequivocal imaging confirmation of extracranial metastatic disease (e.g. CT of the chest/abdomen/pelvis, positron emission tomography \[PET\]/CT, etc.) is required",number;duration,,,,,,,,,,
