reviewer_id,group_id,nct_id,title,candidate_id,annotation_index,section_hint,line_number,start_char,end_char,source_text,detection_reasons,include_in_objective_gold,kind,fact_code,operator,threshold,unit,max_age_days,allowed_source_types,allowed_verification_statuses,reviewer_notes
reviewer_1,type_2_diabetes,NCT07167004,The GRoceries Aimed at Increasing Nutrition Study,NCT07167004:candidate:009,1,inclusion,11,388,495,"* Penn Medicine patient diagnosed with prediabetes or diabetes (identified using ICD-10 codes R73.03, E11).",number,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07167004,The GRoceries Aimed at Increasing Nutrition Study,NCT07167004:candidate:010,1,exclusion,15,518,561,* Does not meet all the inclusion criteria.,,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07167004,The GRoceries Aimed at Increasing Nutrition Study,NCT07167004:candidate:011,1,exclusion,16,562,590,* Not able to speak English.,,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07167004,The GRoceries Aimed at Increasing Nutrition Study,NCT07167004:candidate:012,1,exclusion,17,591,621,* Not able to provide consent.,,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:001,1,inclusion,3,21,43,* Have type 2 diabetes,number,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:002,1,inclusion,4,44,85,* Have HbA1c ≥7.5% to ≤10.5% at screening,number;comparison;measurement,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:003,1,inclusion,5,86,171,* Have a body mass index (BMI) of ≥27 kilograms per square meter (kg/m2) at screening,number;comparison;measurement,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:004,1,inclusion,6,172,243,* Have had a stable body weight for the three months prior to screening,duration;measurement;explicit_status,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:005,1,inclusion,7,244,350,* On stable treatment dose of one of the following incretins for at least three months prior to screening:,comparison;duration;explicit_status,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:006,1,inclusion,9,354,403,* Injectable semaglutide (1 and 2 milligram (mg)),number,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:007,1,inclusion,10,406,459,"* Injectable tirzepatide (5, 7.5, 10, 12.5 and 15 mg)",number,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:008,1,exclusion,14,482,581,"* Have type 1 diabetes, latent autoimmune diabetes, or history of ketoacidosis or hyperosmolar coma",number;explicit_status,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:009,1,exclusion,15,582,638,* Have a prior or planned surgical treatment for obesity,,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:010,1,exclusion,16,639,732,* Have any of the following cardiovascular conditions within three months prior to screening:,duration,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:011,1,exclusion,18,736,765,* acute myocardial infarction,,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:012,1,exclusion,19,768,803,* cerebrovascular accident (stroke),,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:013,1,exclusion,20,806,827,"* unstable angina, or",,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:014,1,exclusion,21,830,879,* hospitalization due to congestive heart failure,,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:015,1,exclusion,22,880,970,* Have used insulin to control blood glucose within the past year (short-term use allowed),duration,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:016,1,exclusion,23,971,1235,"* Current use of prohibited oral antihyperglycemic medication (OAM) (including but not limited to, Dipeptidyl Peptidase IV Inhibitors (DPP-4i) and meglitinides) may be randomized if the prohibited OAM treatment was discontinued at least 3 months prior to screening",number;comparison;duration;explicit_status,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:017,1,exclusion,25,1239,1536,"* If participant has been on stable doses (for at least three months) of up to three permitted OAMs (limited to metformin, sodium-glucose cotransporter-2 (SGLT2) inhibitors, alpha-glucosidase inhibitors, sulfonylurea, and/or thiazolidinediones (TZD), they are permitted to participate in the study",number;comparison;duration;explicit_status,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,NCT06897475:candidate:018,1,exclusion,26,1537,1644,* Have taken any medications or alternative remedies for weight loss within three months prior to screening,duration;measurement,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:001,1,inclusion,3,21,48,"* being over the age of 19,",number;measurement,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:002,1,inclusion,4,49,140,"* having no communication problem, and voluntarily agreeing to participate in the research,",,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:003,1,inclusion,5,141,200,"* having been admitted to the clinic at least 24 hours ago,",number;comparison;duration,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:004,1,inclusion,6,201,241,"* not having a diagnosed sleep disorder,",,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:005,1,inclusion,7,242,298,"* not having a psychiatric disorder requiring treatment,",,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:006,1,inclusion,8,299,346,"* not using narcotic drugs in the last 4 hours,",number;duration,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:007,1,inclusion,9,347,399,"* not eating two hours before going to bed at night,",duration,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:008,1,inclusion,10,400,421,"* not being pregnant,",,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:009,1,inclusion,11,422,436,"* not smoking,",,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:010,1,inclusion,12,437,508,"* not diagnosed acute rhinitis, sinusitis, or history of loss of smell.",explicit_status,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:011,1,exclusion,16,531,559,"* being under the age of 19,",number;measurement,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:012,1,exclusion,17,560,665,"* not being conscious, refusing to participate in the research or opting to leave the study at any point,",,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07756151,THE EFFECT OF BITTER ORANGE (CITRUS AURANTIUM) OIL AROMATHERAPY ON SLEEP QUALITY AND FATIGUE LEVELS,NCT07756151:candidate:013,1,exclusion,18,666,702,* having a diagnosed sleep disorder.,,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:001,1,inclusion,3,21,198,* Diagnosed with type 2 diabetes mellitus with HbA1c level of 6.0 to 9.0%. Participants with HbA1c of 6.0 to 6.4% were required to be receiving oral glucose lowering medication.,number;measurement,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:002,1,inclusion,4,199,263,* Diagnosed with type 2 diabetes mellitus for less than 6 years.,number;comparison;duration,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:003,1,inclusion,5,264,305,* Body mass index of 23 kg/m2 or greater.,number;measurement,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:004,1,exclusion,9,328,388,* Receiving more than two oral glucose-lowering medications.,comparison,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:005,1,exclusion,10,389,417,* Receiving insulin therapy.,,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:006,1,exclusion,11,418,521,* Use of a glucagon-like peptide-1 receptor agonist (GLP-1 RA) within 3 months before study enrollment.,number;duration,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:007,1,exclusion,12,522,771,"* Use of medications known to affect HbA1c within 3 months before study enrollment, including corticosteroids, vitamin C (excluding vitamin C obtained from natural dietary sources or fruits), vitamin E, trimethoprim-sulfamethoxazole, or hydroxyurea.",number;duration;measurement,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:008,1,exclusion,13,772,872,* History of diabetic ketoacidosis or hyperglycemic hyperosmolar state within the previous 6 months.,number;duration;explicit_status,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:009,1,exclusion,14,873,1007,"* Unstable psychiatric disorders within the previous 2 years, including major depressive disorder, bipolar disorder, or schizophrenia.",number;duration,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:010,1,exclusion,15,1008,1097,"* Pregnant or breastfeeding women, or women planning to become pregnant within 12 months.",number;duration,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:011,1,exclusion,16,1098,1825,"* Presence of any of the following medical conditions based on medical history and clinical records, including chronic kidney disease with an estimated glomerular filtration rate less than 45 mL/min/1.73 m2, liver cirrhosis or hepatitis with alanine aminotransferase or aspartate aminotransferase more than 3 times the upper limit of normal, chronic alcohol abuse, hypothyroidism with thyroid-stimulating hormone more than 10 uIU/mL, HIV infection, anemia (hemoglobin less than 10 g/dL), iron deficiency, vitamin B12 deficiency, folate deficiency, thalassemia, glucose-6-phosphate dehydrogenase deficiency, hemolytic anemia, or hemoglobin more than 16 g/dL, heart failure or ischemic heart disease within the previous 6 months.",number;comparison;duration;measurement,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:012,1,exclusion,17,1826,1904,* History of blood donation or blood transfusion within the previous 3 months.,number;duration;explicit_status,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:013,1,exclusion,18,1905,2028,"* Uncontrolled diabetic retinopathy or other uncontrolled retinal disease, including maculopathy, based on medical records.",,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:014,1,exclusion,19,2029,2205,"* Signs, symptoms, or a history of malignancy within 5 years before screening, except for basal cell carcinoma, squamous cell carcinoma of the skin, or other carcinoma in situ.",number;duration;explicit_status,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:015,1,exclusion,20,2206,2313,* Major surgery within 90 days before enrollment or planned major surgery within 6 months after enrollment.,number;duration,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:016,1,exclusion,21,2314,2423,* No access to a smartphone capable of supporting the study application and internet-based data transmission.,,,,,,,,,,,
reviewer_1,type_2_diabetes,NCT07748949,Effectiveness of a Low-Calorie Diet Combined With Intensive Lifestyle Intervention Using Integrated Personalized Diabetes Management for Achieving Diabetes Remission in Patients With Type 2 Diabetes Mellitus,NCT07748949:candidate:017,1,exclusion,22,2424,2520,* Unable to maintain communication with the study investigators according to the study protocol.,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06869629,Omission of Axillary Lymph Node Dissection in Case of Tumor Spread to Lymph Nodes in the Armpit in Breast Cancer,NCT06869629:candidate:001,1,inclusion,3,21,89,* Patients with primary invasive breast cancer clinical stage II-III,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06869629,Omission of Axillary Lymph Node Dissection in Case of Tumor Spread to Lymph Nodes in the Armpit in Breast Cancer,NCT06869629:candidate:002,1,inclusion,4,90,278,* Palpable or non-palpable axillary metastases visible by ultrasound (other imaging accepted if confirmatory ultrasound is performed) and confirmed by fine needle aspiration or core biopsy,explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT06869629,Omission of Axillary Lymph Node Dissection in Case of Tumor Spread to Lymph Nodes in the Armpit in Breast Cancer,NCT06869629:candidate:003,1,inclusion,5,279,305,* Written informed consent,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06869629,Omission of Axillary Lymph Node Dissection in Case of Tumor Spread to Lymph Nodes in the Armpit in Breast Cancer,NCT06869629:candidate:004,1,inclusion,6,306,322,* Age ≥ 18 years,number;comparison;duration;measurement,,,,,,,,,,
reviewer_1,breast_cancer,NCT06869629,Omission of Axillary Lymph Node Dissection in Case of Tumor Spread to Lymph Nodes in the Armpit in Breast Cancer,NCT06869629:candidate:005,1,exclusion,10,345,365,* Distant metastases,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06869629,Omission of Axillary Lymph Node Dissection in Case of Tumor Spread to Lymph Nodes in the Armpit in Breast Cancer,NCT06869629:candidate:006,1,exclusion,11,366,494,"* Ipsilateral metastases in internal mammary, infra- or supraclavicular lymph nodes without confirmed axillary nodal involvement",explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT06869629,Omission of Axillary Lymph Node Dissection in Case of Tumor Spread to Lymph Nodes in the Armpit in Breast Cancer,NCT06869629:candidate:007,1,exclusion,12,495,581,"* Preoperative suspicion of extensive nodal involvement, i.e. locally advanced disease",,,,,,,,,,,
reviewer_1,breast_cancer,NCT06869629,Omission of Axillary Lymph Node Dissection in Case of Tumor Spread to Lymph Nodes in the Armpit in Breast Cancer,NCT06869629:candidate:008,1,exclusion,13,582,663,* Nodes fixed to each other or to neighbouring structures on palpation or imaging,,,,,,,,,,,
reviewer_1,breast_cancer,NCT06869629,Omission of Axillary Lymph Node Dissection in Case of Tumor Spread to Lymph Nodes in the Armpit in Breast Cancer,NCT06869629:candidate:009,1,exclusion,14,664,728,* History of contralateral invasive breast cancer within 5 years,number;duration;explicit_status,,,,,,,,,,
reviewer_1,breast_cancer,NCT06869629,Omission of Axillary Lymph Node Dissection in Case of Tumor Spread to Lymph Nodes in the Armpit in Breast Cancer,NCT06869629:candidate:010,1,exclusion,15,729,855,* Bilateral invasive breast cancer if (i) one side meets any exclusion criteria or (ii) both sides meet all inclusion criteria,,,,,,,,,,,
